source,id,issue,solution
GH Issue,oobabooga/text-generation-webui-6574,"Outdated third-party dependency/package contains vulnerabilities, System/software open redirect","Dependency Version Upgrade, Input Validation and Sanitization"
GH Issue,open-mmlab/mmdetection-11822,"Outdated third-party dependency/package contains vulnerabilities, Software Dependencies Compatibility Issues",
GH Issue,openai/jukebox-270,Outdated third-party dependency/package contains vulnerabilities,Dependency Version Upgrade
GH Issue,openai/triton-489,"Outdated third-party dependency/package contains vulnerabilities, Unsafe memory usage",Dependency Version Upgrade
GH Issue,openai/whisper-2041,,Adoption of vulnerability disclosure and reporting process
GH Issue,pandas-dev/pandas-36256,"Outdated third-party dependency/package contains vulnerabilities, System/Software unsafe deserialization",Component Removal/Replacement
GH Issue,pandas-dev/pandas-48049,"System/software arbitrary code execution, System/Software unsafe deserialization",Secure Deserialization Practices
GH Issue,pandas-dev/pandas-54036,Outdated third-party dependency/package contains vulnerabilities,
GH Issue,pandas-dev/pandas-59613,System/software path traversal,
GH Issue,pandas-dev/pandas-60602,System/software arbitrary code execution,
GH Issue,pandas-dev/pandas-60657,Outdated third-party dependency/package contains vulnerabilities,
GH Issue,pixie-io/pixie-1235,Outdated third-party dependency/package contains vulnerabilities,Dependency Version Upgrade
GH Issue,pixie-io/pixie-1895,Outdated third-party dependency/package contains vulnerabilities,
GH Issue,pjreddie/darknet-959,"Unsafe memory usage, Unsafe OS command execution and environment variable handling","Secure Code Execution Implementation, Memory Safety & Resource Management Techniques"
GH Issue,pytorch/pytorch-32147,"Outdated third-party dependency/package contains vulnerabilities, Unsafe memory usage, Data leakages during model training/inference/usage",Dependency Version Upgrade
GH Issue,pytorch/pytorch-112876,Outdated third-party dependency/package contains vulnerabilities,
GH Issue,pytorch/pytorch-118128,"Outdated third-party dependency/package contains vulnerabilities, System/Software unsafe deserialization, System resource exhaustions",Dependency Version Upgrade
GH Issue,pytorch/pytorch-120530,,Adoption of vulnerability disclosure and reporting process
GH Issue,pytorch/pytorch-126869,"Outdated third-party dependency/package contains vulnerabilities, Insecure communication due to missing certificates or protocols",Dependency Version Upgrade
GH Issue,pytorch/pytorch-129876,"Outdated third-party dependency/package contains vulnerabilities, Unsafe memory usage",
GH Issue,pytorch/pytorch-134664,"Outdated third-party dependency/package contains vulnerabilities, System resource exhaustions",
GH Issue,pytorch/pytorch-139045,"Outdated third-party dependency/package contains vulnerabilities, System resource exhaustions",Dependency Version Upgrade
GH Issue,sgl-project/sglang-3343,,Adoption of vulnerability disclosure and reporting process
GH Issue,stanfordnlp/CoreNLP-1324,"Outdated third-party dependency/package contains vulnerabilities, System resource exhaustions",Dependency Version Upgrade
GH Issue,stanfordnlp/CoreNLP-1329,"Outdated third-party dependency/package contains vulnerabilities, System/software arbitrary code execution",Component Removal/Replacement
GH Issue,stanfordnlp/glove-192,Unsafe memory usage,Input Validation and Sanitization
GH Issue,tensorflow/models-10546,,Adoption of vulnerability disclosure and reporting process
GH Issue,tensorflow/tensorflow-33064,"Outdated third-party dependency/package contains vulnerabilities, Unsafe memory usage",Dependency Version Upgrade
GH Issue,tensorflow/tensorflow-55772,"Outdated third-party dependency/package contains vulnerabilities, Insecure communication due to missing certificates or protocols, Data leakages during model training/inference/usage, Improper authentication and authorization",Dependency Version Upgrade
GH Issue,tensorflow/tensorflow-56060,"Outdated third-party dependency/package contains vulnerabilities, Insecure communication due to missing certificates or protocols, System resource exhaustions, System/software path traversal, Data leakages during model training/inference/usage",Dependency Version Upgrade
GH Issue,tensorflow/tensorflow-57563,"Outdated third-party dependency/package contains vulnerabilities, Security risk from deficient data quality",Dependency Version Upgrade
GH Issue,tensorflow/tensorflow-59164,"Outdated third-party dependency/package contains vulnerabilities, Unsafe memory usage, Data leakages during model training/inference/usage, Insecure communication due to missing certificates or protocols",Dependency Version Upgrade
GH Issue,tensorflow/tensorflow-59225,"Outdated third-party dependency/package contains vulnerabilities,  Unsafe memory usage, Data leakages during model training/inference/usage, Insecure communication due to missing certificates or protocols, ",
GH Issue,tensorflow/tensorflow-69799,"Outdated third-party dependency/package contains vulnerabilities, Insecure communication due to missing certificates or protocols, Data leakages during model training/inference/usage",Dependency Version Upgrade
GH Issue,tensorflow/tensorflow-72282,"Outdated third-party dependency/package contains vulnerabilities, System/software path traversal",
GH Issue,tensorflow/tensorflow-77843,Outdated third-party dependency/package contains vulnerabilities,
GH Issue,tensorflow/tensorflow-79955,"Outdated third-party dependency/package contains vulnerabilities, Insecure communication due to missing certificates or protocols, Unsafe memory usage, Data leakages during model training/inference/usage, System resource exhaustions",Dependency Version Upgrade
GH Issue,triton-lang/triton-489,"Outdated third-party dependency/package contains vulnerabilities, Unsafe memory usage,",Dependency Version Upgrade
GH Issue,ultralytics/yolov3-1672,System/Software unsafe deserialization,Secure Deserialization Practices
GH Issue,ultralytics/yolov5-7703,Outdated third-party dependency/package contains vulnerabilities,Dependency Version Upgrade
GH Issue,vllm-project/vllm-8353,,Adoption/Enhancment of Security Scanning & Testing Tools
GH Issue,xinntao/Real-ESRGAN-627,"Outdated third-party dependency/package contains vulnerabilities, System/software arbitrary code execution",Dependency Version Upgrade
GH Issue,xorbitsai/inference-1651,"Outdated third-party dependency/package contains vulnerabilities, System/software arbitrary code execution, System resource exhaustions, System/software open redirect, System/software path traversal",
GH Issue,xorbitsai/inference-1674,"Outdated third-party dependency/package contains vulnerabilities, System resource exhaustions, System/software open redirect, System/software path traversal",Dependency Version Upgrade
GH Issue,zhaoolee/ChineseBQB-152,"Outdated third-party dependency/package contains vulnerabilities, System resource exhaustions",Dependency Version Upgrade
GH Issue,zhaoolee/ChineseBQB-153,"Outdated third-party dependency/package contains vulnerabilities, System/software Request Forgery",Dependency Version Upgrade
GH Issue,zhaoolee/ChineseBQB-154,"Outdated third-party dependency/package contains vulnerabilities, System/software Request Forgery",Dependency Version Upgrade
GH Discussion,mudler/LocalAI-876,"Insecure communication due to missing certificates or protocols, Deployment misconfigurations, ",
GH Discussion,nomic-ai/gpt4all-3193,Deployment misconfigurations,
GH Discussion,microsoft/onnxruntime-22105,"Outdated third-party dependency/package contains vulnerabilities, Risk of malicious codes in dependencies/plugins, , , Limited capabilities of security tools",", Dependency Source Vetting and Control, Use of Dependency Management Tools"
GH Discussion,stanfordnlp/CoreNLP-1403,"Insecure communication due to missing certificates or protocols, Using insecure (default) deployment configurations,  , ","Secure Communication Protocol Usage, , Modify configurations for enhanced security"
GH Discussion,thewh1teagle/sherpa-rs-81,"Use of untrusted dependency sources, Risk of malicious codes in dependencies/plugins,  Using insecure (default) deployment configurations","Dependency Source Vetting and Control,  Implementation of Secure Default Configurations"
GH Discussion,leondz/garak-1104,"Limited capabilities of security tools, ",Adoption/Enhancment of Security Scanning & Testing Tools
GH Discussion,hiyouga/LLaMA-Efficient-Tuning-5609,"Insecure communication due to missing certificates or protocols, Deployment misconfigurations,","Secure Communication Protocol Usage, Modify configurations for enhanced compatibility, Secure Deployment Strategies"
GH Discussion,mudler/LocalAI-3587,"Deployment misconfigurations, Using insecure (default) deployment configurations",
GH Discussion,facebookresearch/detectron2-5200,"Use of untrusted dependency sources, Software Dependencies Compatibility Issues, Risk of malicious codes in dependencies/plugins,  "," Dependency Source Vetting and Control, "
GH Discussion,mudler/LocalAI-2610,"Improper authentication and authorization, Using insecure (default) deployment configurations","Implementation of Authentication Mechanisms, Authorization & Permission Controls, Modify configurations for enhanced security, Implementation of Secure Default Configurations"
GH Discussion,open-mmlab/mmcv-3211,"Use of untrusted dependency sources, Software Dependencies Compatibility Issues, Risk of malicious codes in dependencies/plugins,  ","Dependency Source Vetting and Control, "
GH Discussion,microsoft/semantic-kernel-10029,"Insecure communication due to missing certificates or protocols, Environmental Compatibility Issues, Software Dependencies Compatibility Issues, Deployment misconfigurations","Secure Communication Protocol Usage, Component Removal/Replacement"
GH Discussion,microsoft/onnxruntime-22110,Software Dependencies Compatibility Issues,"Secure Code Execution Implementation, Use of Isolated Processes for Dependencies"
GH Discussion,mudler/LocalAI-2446,"Insecure communication due to missing certificates or protocols, Deployment misconfigurations,","Secure Communication Protocol Usage,"
GH Discussion,LostRuins/llamacpp-for-kobold-793,"Limited capabilities of security tools, Risk of malicious codes in dependencies/plugins",
GH Discussion,microsoft/semantic-kernel-10345,"Unreliable content filtering mechanism for model output, Harmful/Undesired model output, Exposed system details and information in APIs, , ",",  Implementation of Content Safety Filters/Checkers"
GH Discussion,34j/so-vits-svc-fork-765,"Unauthorized data collection during usage, Data leakages during model training/inference/usage, Risk of malicious codes in dependencies/plugins, ",
GH Discussion,microsoft/autogen-4656,Improper authentication and authorization,"Implementation of Authentication Mechanisms, Authorization & Permission Controls, , Secure Communication Protocol Usage"
GH Discussion,stanfordnlp/CoreNLP-1366,Insecure communication due to missing certificates or protocols,Secure Communication Protocol Usage
GH Discussion,microsoft/autogen-4101,"Insecure communication due to missing certificates or protocols, Using insecure (default) deployment configurations, Deployment misconfigurations",
HF Discussion,meta-llama/Llama-3.2-1B-Instruct-42,"Improper authentication and authorization, ",
HF Discussion,google/gemma-2-2b-it-57,Software Dependencies Compatibility Issues	,Dependency Version Upgrade
HF Discussion,qualcomm/Stable-Diffusion-2,"Environmental Compatibility Issues, Software Dependencies Compatibility Issues ",Modify configurations for enhanced compatibility
HF Discussion,abacusai/Liberated-Qwen1.5-72B-1,System/Software unsafe deserialization	,Secure Model Format Adoption
HF Discussion,TheBloke/falcon-40b-instruct-GPTQ-15,"Deployment misconfigurations, Software Dependencies Compatibility Issues, Environmental Compatibility Issues",Modify configurations for enhanced compatibility
HF Discussion,dunzhang/stella_en_1.5B_v5-11,Software Dependencies Compatibility Issues,"Dependency Version Upgrade, Secure Code Execution Implementation"
HF Discussion,jinaai/jina-embeddings-v3-47,"Software Dependencies Compatibility Issues, Environmental Compatibility Issues",Dependency Version Upgrade
HF Discussion,alefiury/wav2vec2-large-xlsr-53-gender-recognition-librispeech-3,System resource exhaustions,
HF Discussion,CompVis/stable-diffusion-v-1-4-original-192,Environmental Compatibility Issues	,
HF Discussion,CohereForAI/c4ai-command-r-v01-4bit-12,File format and loading incompatibility,
HF Discussion,LoneStriker/dolphin-2.2-yi-34b-4.0bpw-h6-exl2-1,"Deployment misconfigurations, File format and loading incompatibility, Harmful/Undesired model output",Modify configurations for enhanced security
HF Discussion,ISTA-DASLab/Llama-3.2-1B-AQLM-PV-2Bit-2x8-1,"File format and loading incompatibility, Harmful/Undesired model output",
HF Discussion,michaelfeil/ct2fast-opus-mt-ROMANCE-en-1,Software Dependencies Compatibility Issues	,
HF Discussion,llmware/dragon-yi-6b-v0-1,Software Dependencies Compatibility Issues,"Dependency Version Upgrade, Secure Code Execution Implementation"
HF Discussion,TheBloke/stable-vicuna-13B-GPTQ-1,"File format and loading incompatibility, Deployment misconfigurations, Flawed or insecure prompt/template design, Harmful/Undesired model output,","Modify configurations for enhanced security, Secure Prompt Formatting Techniques"
HF Discussion,TheBloke/Vicuna-13B-1.1-GPTQ-16,"Software Dependencies Compatibility Issues, File format and loading incompatibility	",Modify configurations for enhanced compatibility
HF Discussion,stabilityai/stable-diffusion-xl-base-0.9-25,"Deployment misconfigurations, Improper authentication and authorization, Outdated third-party dependency/package contains vulnerabilities",Dependency Version Upgrade
HF Discussion,ctheodoris/Geneformer-281,,Use of Dependency Management Tools
HF Discussion,stabilityai/stablecode-instruct-alpha-3b-5,"Improper authentication and authorization, , File format and loading incompatibility",Modify configurations for enhanced security
HF Discussion,kampkelly/fakeimagedetection-1,"File format and loading incompatibility, Software Dependencies Compatibility Issues",Modify configurations for enhanced security
HF Discussion,Narsil/riffusion-2,Outdated third-party dependency/package contains vulnerabilities,Dependency Version Upgrade
HF Discussion,llava-hf/llava-1.5-7b-hf-41,"Software Dependencies Compatibility Issues, File format and loading incompatibility	",Dependency Version Upgrade
HF Discussion,CompVis/stable-diffusion-v-1-4-original-256,"Deployment misconfigurations, Software Dependencies Compatibility Issues, Environmental Compatibility Issues	",
HF Discussion,OpenGVLab/InternVL2-2B-AWQ-1,"File format and loading incompatibility, Software Dependencies Compatibility Issues",Dependency Version Upgrade
HF Discussion,paulhindemith/fasttext-classification-1,"Deployment misconfigurations, Software Dependencies Compatibility Issues",Dependency Version Upgrade
HF Discussion,meta-llama/Meta-Llama-3-8B-Instruct-175,Platform API Availability/Error,
HF Discussion,togethercomputer/Llama-2-7B-32K-Instruct-12,"Deployment misconfigurations, Model input manipulations and evasions",Modify configurations for enhanced security
HF Discussion,vivo-ai/BlueLM-7B-Chat-32K-2,File format and loading incompatibility,Dependency Version Upgrade
HF Discussion,SG161222/RealVisXL_V4.0-4,"Deployment misconfigurations, File format and loading incompatibility	",
HF Discussion,sd-dreambooth-library/rajj-3,Outdated third-party dependency/package contains vulnerabilities,Dependency Version Upgrade
HF Discussion,google/gemma-2-27b-it-16,"Deployment misconfigurations, Harmful/Undesired model output,",Modify configurations for enhanced compatibility
HF Discussion,cvssp/audioldm-m-full-2,Software Dependencies Compatibility Issues,
HF Discussion,openai/whisper-large-v3-125,"Deployment misconfigurations, Environmental Compatibility Issues	",Modify configurations for enhanced compatibility
HF Discussion,TheBloke/guanaco-65B-GPTQ-10,File format and loading incompatibility,
HF Discussion,Salesforce/blip2-flan-t5-xxl-2,"System resource exhaustions, Environmental Compatibility Issues, Software Dependencies Compatibility Issues",Dependency Version Upgrade
HF Discussion,InstantX/FLUX.1-dev-Controlnet-Union-4,"File format and loading incompatibility, Software Dependencies Compatibility Issues	",
HF Discussion,p1atdev/pvc-v3-2,Outdated third-party dependency/package contains vulnerabilities,Secure Model Format Adoption
HF Discussion,anon8231489123/vicuna-13b-GPTQ-4bit-128g-45,Deployment misconfigurations	,Modify configurations for enhanced security
HF Discussion,f4cyw/runpod_data-2,Unauthorized data collection during usage,Component Removal/Replacement
HF Discussion,ctheodoris/Geneformer-260,Software Dependencies Compatibility Issues	,
HF Discussion,XLabs-AI/flux-controlnet-canny-v3-4,Environmental Compatibility Issues	,
HF Discussion,mistralai/Mistral-7B-Instruct-v0.2-124,"Improper authentication and authorization, ",Implementation of Authentication Mechanisms
HF Discussion,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5-15,"Software Dependencies Compatibility Issues, Deployment misconfigurations	",
HF Discussion,openai/whisper-large-v3-100,"Harmful/Undesired model output,",
HF Discussion,deepseek-ai/DeepSeek-V3-Base-52,Platform API Availability/Error	,Secure Deployment Strategies
HF Discussion,CompVis/stable-diffusion-v-1-4-original-43,", Improper authentication and authorization",
HF Discussion,LoneStriker/Nous-Capybara-34B-8.0bpw-h8-exl2-1,System/software arbitrary code execution,
HF Discussion,ShipItMind/starcoder-gptq-4bit-128g-1,"File format and loading incompatibility, Environmental Compatibility Issues, Software Dependencies Compatibility Issues",
HF Discussion,onnx-community/whisper-base-1," , Software Dependencies Compatibility Issues	",
HF Discussion,TheBloke/starcoder-GGML-1,"File format and loading incompatibility, Software Dependencies Compatibility Issues	",
HF Discussion,speechbrain/emotion-diarization-wavlm-large-5,Platform API Availability/Error	,
HF Discussion,microsoft/Phi-3-mini-4k-instruct-onnx-7,Software Dependencies Compatibility Issues	,Dependency Version Upgrade
HF Discussion,TMElyralab/lyraChatGLM-7,"Environmental Compatibility Issues, Software Dependencies Compatibility Issues	","Modify configurations for enhanced compatibility, Dependency Version Upgrade"
HF Discussion,hivemind/gpt-j-6B-8bit-4,Software Dependencies Compatibility Issues,
HF Discussion,huggingtweets/sludge_girl-2,Harmful/Undesired model output	,User Consent and Warning Mechanisms
HF Discussion,Kooten/Mistral-Nemo-Instruct-2407-norefuse-OAS-6.5bpw-exl2-1,File format and loading incompatibility,
HF Discussion,a6047425318/room-3d-scene-estimation-1,Outdated third-party dependency/package contains vulnerabilities,Dependency Version Upgrade
HF Discussion,meta-llama/Llama-3.2-90B-Vision-13,"Improper authentication and authorization, , Deployment misconfigurations	",
HF Discussion,Qwen/Qwen2-0.5B-Instruct-6,Software Dependencies Compatibility Issues	,Dependency Version Upgrade
HF Discussion,hugging-quants/Meta-Llama-3.1-405B-BNB-NF4-BF16-1,Outdated third-party dependency/package contains vulnerabilities,Dependency Version Upgrade
HF Discussion,lighthousefeed/yoda-ner-1,Software Dependencies Compatibility Issues	,
HF Discussion,allenai/tk-instruct-11b-def-pos-neg-expl-1,"Flawed or insecure prompt/template design,Software Dependencies Compatibility Issues",
HF Discussion,ctheodoris/Geneformer-426,Software Dependencies Compatibility Issues,Dependency Version Upgrade
HF Discussion,BAAI/bge-m3-45,"Environmental Compatibility Issues, Deployment misconfigurations	",Modify configurations for enhanced compatibility
HF Discussion,codellama/CodeLlama-7b-hf-4,File format and loading incompatibility,Secure Model Format Adoption
HF Discussion,aisingapore/sea-lion-7b-instruct-research-4,"Deployment misconfigurations, System/software arbitrary code execution","Secure Code Execution Implementation, Modify configurations for enhanced security, "
HF Discussion,thibaud/controlnet-sd21-35,"Deployment misconfigurations, File format and loading incompatibility	",
HF Discussion,keras-io/PointNet-2,"File format and loading incompatibility, Software Dependencies Compatibility Issues	",
HF Discussion,liuhaotian/llava-v1.6-34b-21,"Deployment misconfigurations, File format and loading incompatibility	",
HF Discussion,Qwen/Qwen2-72B-Instruct-AWQ-4,"Deployment misconfigurations, File format and loading incompatibility,",Dependency Version Upgrade
HF Discussion,itdainb/PhoRanker-1,"File format and loading incompatibility, Limited capabilities of security tools, Deployment misconfigurations",
HF Discussion,google/mt5-small-10,"Software Dependencies Compatibility Issues, Flawed or insecure prompt/template design",
HF Discussion,facebook/wav2vec2-xls-r-1b-21-to-en-5,"Deployment misconfigurations, File format and loading incompatibility	",Dependency Version Upgrade
HF Discussion,sophosympatheia/Midnight-Miqu-70B-v1.0-9,"Deployment misconfigurations, Software Dependencies Compatibility Issues	",
HF Discussion,yisol/IDM-VTON-22,"File format and loading incompatibility, Software Dependencies Compatibility Issues	",
HF Discussion,cardiffnlp/twitter-roberta-base-sentiment-latest-33,Harmful/Undesired model output,
HF Discussion,SinclairSchneider/dbrx-instruct-quantization-fixed-1,Software Dependencies Compatibility Issues	,
HF Discussion,microsoft/Phi-3-mini-128k-instruct-34,"System/software arbitrary code execution, Deployment misconfigurations	","Secure Code Execution Implementation, Dependency Version Upgrade"
HF Discussion,Jean-Baptiste/camembert-ner-with-dates-1,Platform API Availability/Error	,
HF Discussion,5CD-AI/Vintern-1B-v2-7,Software Dependencies Compatibility Issues	,Dependency Version Upgrade
HF Discussion,google/maxim-s2-deraining-raindrop-2,"File format and loading incompatibility, Software Dependencies Compatibility Issues",Modify configurations for enhanced security
HF Discussion,stanford-crfm/BioMedLM-4,"Platform API Availability/Error, Deployment misconfigurations, File format and loading incompatibility	",
HF Discussion,Telugu-LLM-Labs/Indic-gemma-7b-finetuned-sft-Navarasa-3,"Data tampering during deployments, Security risk from deficient data quality",
HF Discussion,Orenguteng/Llama-3.1-8B-Lexi-Uncensored-V2-GGUF-4,", Flawed or insecure prompt/template design",
HF Discussion,anon8231489123/gpt4-x-alpaca-13b-native-4bit-128g-15,"System resource exhaustions, Deployment misconfigurations	","Modify configurations for enhanced compatibility, Modify configurations for enhanced security, "
HF Discussion,openbmb/MiniCPM-Llama3-V-2_5-int4-2,"Software Dependencies Compatibility Issues, Deployment misconfigurations	","Dependency Version Upgrade, Modify configurations for enhanced compatibility"
HF Discussion,ylacombe/w2v-bert-2.0-mongolian-colab-CV16.0-1,Software Dependencies Compatibility Issues	,Dependency Version Upgrade
HF Discussion,TheBloke/stable-vicuna-13B-GGML-1,"File format and loading incompatibility, Deployment misconfigurations, Environmental Compatibility Issues	",
HF Discussion,anon8231489123/vicuna-13b-GPTQ-4bit-128g-11,"Software Dependencies Compatibility Issues, Environmental Compatibility Issues, Deployment misconfigurations	","Dependency Version Upgrade, Modify configurations for enhanced compatibility, Use of Isolated Processes for Dependencies"
HF Discussion,speechbrain/tts-mstacotron2-libritts-2,Software Dependencies Compatibility Issues,
HF Discussion,myshell-ai/MeloTTS-English-1,Platform API Availability/Error,
HF Discussion,internlm/internlm2_5-7b-chat-10,"File format and loading incompatibility, Software Dependencies Compatibility Issues	",
HF Discussion,Guernika/CoreMLStableDiffusion-2,"Deployment misconfigurations, Software Dependencies Compatibility Issues","Modify configurations for enhanced security, , Modify configurations for enhanced compatibility"
HF Discussion,prompthero/openjourney-74,File format and loading incompatibility,
HF Discussion,georgefen/Face-Landmark-ControlNet-7,"Deployment misconfigurations, File format and loading incompatibility	",Modify configurations for enhanced security
HF Discussion,yodayo-ai/clandestine-xl-1.0-3,File format and loading incompatibility,Modify configurations for enhanced security
HF Discussion,prajjwal1/roberta-large-mnli-2,File format and loading incompatibility,
HF Discussion,mistralai/Mistral-Nemo-Instruct-2407-49,"Harmful/Undesired model output, Software Dependencies Compatibility Issues",
HF Discussion,mrm8488/llama-2-coder-7b-4,"Deployment misconfigurations, File format and loading incompatibility, Software Dependencies Compatibility Issues, ",
HF Discussion,fal/AuraFlow-3,Software Dependencies Compatibility Issues,
HF Discussion,tiiuae/falcon-7b-instruct-44,Platform API Availability/Error,
HF Discussion,nvidia/NV-Embed-v1-34,Platform API Availability/Error,
HF Discussion,coqui/XTTS-v1-18,"Unsafe memory usage, Environmental Compatibility Issues",Dependency Version Upgrade
HF Discussion,HuggingFaceH4/zephyr-7b-beta-58,Platform API Availability/Error,
HF Discussion,jinaai/jina-embeddings-v2-base-de-6,"Software Dependencies Compatibility Issues, Use of untrusted dependency sources","Dependency Version Upgrade, Secure Code Execution Implementation"
HF Discussion,elastic/multilingual-e5-small-optimized-1,"File format and loading incompatibility, System/Software unsafe deserialization, Software Dependencies Compatibility Issues, System/software arbitrary code execution",
HF Discussion,google/gemma-2b-62,"Improper authentication and authorization, ",Implementation of Authentication Mechanisms
HF Discussion,OpenAssistant/oasst-sft-6-llama-30b-xor-36,"File format and loading incompatibility, ",Dependency Source Vetting and Control
HF Discussion,stabilityai/stable-diffusion-xl-base-1.0-43,"Insecure communication due to missing certificates or protocols, Deployment misconfigurations",
HF Discussion,TheBloke/LLaMa-7B-GGML-2,"File format and loading incompatibility, Software Dependencies Compatibility Issues",Dependency Version Upgrade
HF Discussion,TheBloke/Mixtral-8x7B-Instruct-v0.1-AWQ-1,"Software Dependencies Compatibility Issues, Environmental Compatibility Issues, System resource exhaustions, Harmful/Undesired model output,","Dependency Version Upgrade, , Modify configurations for enhanced security"
HF Discussion,h2oai/h2ogpt-oasst1-falcon-40b-1,"Deployment misconfigurations, File format and loading incompatibility",Dependency Version Upgrade
HF Discussion,Qwen/Qwen-VL-4,"Software Dependencies Compatibility Issues, File format and loading incompatibility	",
HF Discussion,Guernika/CoreMLStableDiffusion-10,"Platform API Availability/Error, Environmental Compatibility Issues, File format and loading incompatibility",Secure Model Format Adoption
HF Discussion,sentence-transformers/all-MiniLM-L6-v2-71,"File format and loading incompatibility, Software Dependencies Compatibility Issues",
HF Discussion,google/electra-small-generator-2,"Using insecure (default) deployment configurations,  ",
HF Discussion,databricks/dolly-v2-12b-36,"Software Dependencies Compatibility Issues, Deployment misconfigurations, Failure of Model Generation Control Parameters, Harmful/Undesired model output,",", Secure Prompt Formatting Techniques"
HF Discussion,fathyshalab/massive_calendar-roberta-large-v1-3-93-1,"System/Software unsafe deserialization, Software Dependencies Compatibility Issues",
HF Discussion,google/gemma-2-2b-it-21,,User Consent and Warning Mechanisms
HF Discussion,stabilityai/stable-diffusion-xl-1.0-tensorrt-7,"Environmental Compatibility Issues, File format and loading incompatibility, System resource exhaustions, Security risk from deficient data quality",
HF Discussion,google/gemma-7b-it-97,"Improper authentication and authorization, 	","Implementation of Authentication Mechanisms, Authorization & Permission Controls"
HF Discussion,jinaai/jina-embeddings-v2-base-code-11,Use of untrusted dependency sources,Dependency Source Vetting and Control
HF Discussion,coqui/XTTS-v2-53,"Data tampering during deployments, ",
HF Discussion,city96/HunyuanVideo-gguf-2,"Deployment misconfigurations, File format and loading incompatibility, Software Dependencies Compatibility Issues",
HF Discussion,google/siglip-so400m-patch14-384-8,File format and loading incompatibility,
HF Discussion,deepseek-ai/deepseek-coder-33b-instruct-23,"Risk of malicious codes in dependencies/plugins, System/software arbitrary code execution","Secure Code Execution Implementation, "
HF Discussion,tiiuae/falcon-7b-instruct-85,"Deployment misconfigurations,  ","Secure Deployment Strategies, Modify configurations for enhanced security"
HF Discussion,microsoft/phi-2-62,Software Dependencies Compatibility Issues,Dependency Version Upgrade
HF Discussion,PrunaAI/FLUX.1-schnell-4bit-4,"System/Software unsafe deserialization, System/software arbitrary code execution, Software Dependencies Compatibility Issues","Dependency Version Upgrade, Secure Code Execution Implementation"
HF Discussion,paige-ai/Prism-2,"Risk of malicious codes in dependencies/plugins, System/software arbitrary code execution","Secure Code Execution Implementation, Dependency Source Vetting and Control, "
HF Discussion,protectai/deberta-v3-base-prompt-injection-2,"Model input manipulations and evasions, Unreliable content filtering mechanism for model output, Limited capabilities of security tools",Input Validation and Sanitization
HF Discussion,mlx-community/c4ai-command-r-v01-4bit-2,,Dependency Source Vetting and Control
HF Discussion,protectai/deberta-v3-base-prompt-injection-3,"Model input manipulations and evasions, Unreliable content filtering mechanism for model output, Limited capabilities of security tools",Input Validation and Sanitization
HF Discussion,SanctumAI/Phi-3-mini-4k-instruct-GGUF-1,"Limited capabilities of security tools, Risk of malicious codes in dependencies/plugins",
HF Discussion,abacusai/Liberated-Qwen1.5-72B-3,"Limited capabilities of security tools, Software Dependencies Compatibility Issues, Environmental Compatibility Issues, ","Dependency Version Upgrade, Dependency Source Vetting and Control"
HF Discussion,gsdf/Counterfeit-V2.5-20,"System/Software unsafe deserialization, Risk of malicious codes in dependencies/plugins, System/software arbitrary code execution","Secure Model Format Adoption, Secure Code Execution Implementation"
HF Discussion,SweetLuna/Kenshi-3,"Limited capabilities of security tools, Risk of malicious codes in dependencies/plugins",
HF Discussion,ealvaradob/bert-finetuned-phishing-2,"Limited capabilities of security tools,",Adoption/Enhancment of Security Scanning & Testing Tools
HF Discussion,Delcos/Hentai-Diffusion-2,"Limited capabilities of security tools, Risk of malicious codes in dependencies/plugins","Adoption/Enhancment of Security Scanning & Testing Tools, Dependency Version Upgrade"
HF Discussion,ignos/LeoScorpius-GreenNode-Alpaca-7B-v1-1,Security risk from deficient data quality,
HF Discussion,facebook/bart-large-cnn-40,"Harmful/Undesired model output, Data leakages during model training/inference/usage, Security risk from deficient data quality",
HF Discussion,Lewdiculous/c4ai-command-r7b-12-2024-GGUF-IQ-ARM-Imatrix-1,"System/Software unsafe deserialization, System/software arbitrary code execution, Limited capabilities of security tools",Component Removal/Replacement
HF Discussion,CohereForAI/c4ai-command-r7b-12-2024-10,"Limited capabilities of security tools, Security risk from deficient data quality, System/software arbitrary code execution",
HF Discussion,Lykon/DreamShaper-26,"Limited capabilities of security tools, Risk of malicious codes in dependencies/plugins",
HF Discussion,TimeSurgeLabs/intel-neural-chat-v3.3-llamafile-1,Risk of malicious codes in dependencies/plugins,
HF Discussion,meta-llama/Llama-3.3-70B-Instruct-52,"Data leakages during model training/inference/usage, ",
HF Discussion,dunzhang/stella_en_1.5B_v5-24,"Risk of malicious codes in dependencies/plugins, System/software arbitrary code execution,  ","Secure Code Execution Implementation, , Dependency Source Vetting and Control, Secure Deployment Strategies"
HF Discussion,microsoft/Phi-3-mini-128k-instruct-46,"System resource exhaustions, Unsafe memory usage",Memory Safety & Resource Management Techniques
HF Discussion,TheBloke/Llama-2-13B-fp16-2,"System resource exhaustions, Unsafe memory usage",Memory Safety & Resource Management Techniques
HF Discussion,microsoft/wavlm-base-plus-sv-3,"System resource exhaustions, Unsafe memory usage, Software Dependencies Compatibility Issues",Memory Safety & Resource Management Techniques
